Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Days in Period,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Unrealized Gains/Losses,Non Operating Gains Losses,Other Non-Operating Revenue,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,Operating Margin,Non-Operating Margin,Total Margin,Average Days in Accounts Receivable,Average Payment Period,Current Ratio,Current Days Cash on Hand,Average Age of Plant,Cash Flow to Total Debt,Debt Service Coverage Ratio,Equity Financing Ratio,Long Term Debt to Total Capitalization
4066,"Baystate Health, Inc.",HHS,4066,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$168,857,000","$116,058,000",,"$233,096,000",,"$27,204,000","$433,796,000","$979,011,000","$661,923,000",,,"$23,083,000","$2,242,914,000","$1,433,783,000","$809,131,000","$166,111,000","$1,660,248,000","$2,639,259,000","$18,723,000","$34,026,000",,"$550,785,000","$603,534,000","$540,012,000",,"$283,540,000","$823,552,000","$1,427,086,000","$1,054,930,000",,"$157,243,000","$1,212,173,000","$2,639,259,000","$2,248,311,000",,"$252,914,000","$5,262,000",,"$3,997,000","$2,510,484,000","$14,004,000",,"$94,667,000","($213,315,000)","$19,581,000","($85,063,000)","$2,425,421,000","$1,378,998,000",,"$83,879,000","$25,277,000","$60,510,000","$1,013,089,000","$9,702,000","$2,571,455,000","($146,034,000)",,"$4,292,000","($141,742,000)","$357,232,000",,"$215,490,000",-2.5%,-3.5%,-6.0%,38,84,1.6,42,17,-14%,-3.0,40.0%,33.9%
3106,"Berkshire Health Systems, Inc",HHS,3106,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$211,080,378",,,"$76,611,078",,,"$33,631,204","$321,322,660","$475,181,321",,,,"$570,408,088","$374,932,340","$195,475,748","$19,584,684","$690,241,753","$1,011,564,413","$4,440,000","$59,053,844",,"$102,550,746","$166,044,590","$40,378,000",,"$54,144,846","$94,522,846","$260,567,436","$697,644,603","$45,210,930","$8,141,444","$750,996,977","$1,011,564,413","$723,270,271","$6,397,561","$153,111,955",,,"$137,767","$882,917,554","$25,136,918",,"$53,874,586",,,"$79,011,504","$961,929,058","$478,420,541",,"$22,931,470","$432,111","$13,057,020","$330,799,192",,"$845,640,334","$116,288,724",,"$706,333","$116,995,057",,,"$116,995,057",3.9%,8.2%,12.1%,39,47,1.9,94,16,41%,17.6,69.0%,5.5%
16665,Beth Israel Lahey Health,HHS,16665,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$328,294,000","$2,225,877,000",,"$924,776,000",,,"$450,797,000","$3,929,744,000","$1,108,759,000","$101,083,000",,,"$8,054,874,000","$5,187,298,000","$2,867,576,000","$1,012,646,000","$5,090,064,000","$9,019,808,000","$40,718,000","$170,424,000",,"$1,479,376,000","$1,690,518,000","$1,983,731,000",,"$1,101,435,000","$3,085,166,000","$4,775,684,000","$3,272,270,000","$647,830,000","$324,024,000","$4,244,124,000","$9,019,808,000","$7,101,399,000",,"$1,805,785,000",,,,"$8,907,184,000","$68,117,000",,"$292,023,000","($39,152,000)","$4,605,000","$325,593,000","$9,232,777,000","$5,217,582,000",,"$310,236,000","$73,868,000","$96,604,000","$3,457,845,000",,"$9,156,135,000","$76,642,000",,"$12,834,000","$89,476,000","$32,573,000",,"$122,049,000",-2.7%,3.5%,0.8%,48,63,2.3,105,17,3%,1.5,36.3%,37.7%
14286,Boston Children's Hospital and Subsidiaries,HHS,14286,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$224,010,000",,,"$551,649,000",,,"$312,748,000","$1,088,407,000","$3,629,569,000","$64,314,000",,,"$5,875,628,000","$2,714,123,000","$3,161,505,000","$4,459,774,000","$11,315,162,000","$12,403,569,000","$418,000","$30,010,000",,"$738,467,000","$768,895,000","$2,050,162,000",,"$1,081,009,000","$3,131,171,000","$3,900,066,000","$7,628,980,000","$527,586,000","$346,937,000","$8,503,503,000","$12,403,569,000","$3,167,295,000",,"$706,141,000",,,"$86,906,000","$3,960,342,000","$290,114,000","$25,184,000","$371,854,000","($62,242,000)","$240,561,000","$865,471,000","$4,825,813,000","$2,352,321,000",,"$193,913,000","$38,318,000","$43,281,000","$1,462,166,000",,"$4,089,999,000","$735,814,000",,"$50,200,000","$786,014,000","$32,441,000",,"$818,455,000",-2.7%,17.9%,15.2%,64,70,1.4,21,14,20%,15.4,61.5%,21.2%
14287,"Boston Medical Center Health System, Inc.",HHS,14287,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$651,090,094",,"$53,959,000","$189,651,919",,"$2,432,210","$754,665,920","$1,651,799,143","$972,709,167","$6,309,002",,,"$2,462,700,904","$1,407,337,618","$1,055,363,286","$1,106,621,023","$3,141,002,478","$4,792,801,621","$8,561,363",,,"$1,437,141,782","$1,445,703,145","$897,285,980",,"$234,197,497","$1,131,483,477","$2,577,186,622","$1,811,253,578","$360,072,836","$44,288,585","$2,215,614,999","$4,792,801,621","$1,423,214,699",,"$5,810,269,564",,,"$36,598,249","$7,270,082,512","$99,512,729",,"$120,865,652","($54,534)",,"$220,323,847","$7,490,406,359","$1,652,721,396",,"$116,296,434","$23,045,096","$43,501,711","$5,517,126,778",,"$7,352,691,415","$137,714,944",,"$4,332,330","$142,047,274","$3,520,630",,"$145,567,904",-1.1%,2.9%,1.8%,49,73,1.1,33,12,6%,4.9,37.8%,33.1%
13159,Cambridge Health Alliance,HHS,13159,2024,Jun 30,5,12,"07/01/2023-06/30/2024
",365,"$306,521,702",,,"$36,886,507",,"$14,974,111","$30,182,022","$388,564,342","$6,410,442",,,,"$835,166,829","$604,551,770","$230,615,059","$95,548,488","$332,573,989","$721,138,331","$12,731,231","$6,039,013",,"$141,959,867","$160,730,111","$56,023,126",,"$224,363,536","$280,386,662","$441,116,773","$272,130,428",,"$7,891,130","$280,021,558","$721,138,331","$430,553,227","$93,559,200","$464,154,987",,,,"$988,267,414","$8,661,408","$35,755,015",,"$8,457,236",,"$52,873,659","$1,041,141,073","$616,520,204","$6,622,520","$41,151,630","$2,205,239","$1,395,663","$366,837,071",,"$1,034,732,327","$6,408,746",,,"$6,408,746",,,"$6,408,746",-4.5%,5.1%,0.6%,31,57,2.4,113,15,22%,3.3,37.7%,17.1%
3109,"Cape Cod Healthcare, Inc.",HHS,3109,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$46,795,776","$78,643,220","$6,484,001","$105,526,798",,,"$52,075,272","$289,525,067","$73,130,496","$11,359,772",,,"$1,040,396,373","$582,049,415","$458,346,958","$531,898,153","$1,074,735,379","$1,364,260,446","$9,710,786","$16,873,353",,"$198,196,219","$224,780,358","$73,987,453",,"$68,437,739","$142,425,192","$367,205,550","$902,542,455","$94,512,441",,"$997,054,896","$1,364,260,446","$1,054,662,005",,"$73,436,534",,,"$2,065,950","$1,130,164,489","$10,004,137","$8,889,927","($1,676)","$80,209,037",,"$99,101,425","$1,229,265,914","$693,647,488",,"$37,437,591","$786,656","$16,437,472","$396,253,500",,"$1,144,562,707","$84,703,207",,"$9,283,258","$93,986,465",,,"$93,986,465",-1.2%,8.1%,6.9%,37,69,1.3,41,16,41%,11.7,66.2%,7.6%
13155,"Dana-Farber Cancer Institute, Inc. and Subsidiaries",HHS,13155,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$81,120,934",,"$800,408","$299,973,546",,,"$380,099,106","$761,993,994",,"$51,901,623",,,"$2,281,047,728","$1,295,184,618","$985,863,110","$3,545,352,532","$4,583,117,266","$5,345,111,259","$99,853,899","$69,901,190",,"$457,884,271","$627,639,359","$447,218,813",,"$359,171,696","$806,390,509","$1,434,029,868","$2,005,198,801","$1,583,873,609","$322,008,980","$3,911,081,391","$5,345,111,259","$2,609,273,328",,"$351,963,925",,,"$180,616,488","$3,141,853,741","$1,680,326","$311,874,510","$155,034,521","$13,126,382",,"$481,715,739","$3,623,569,481","$1,082,475,983",,"$90,093,808","$21,155,047","$15,291,995","$2,157,680,086",,"$3,366,696,920","$256,872,560",,"$12,236,546","$269,109,106","$880,339",,"$269,989,445",-6.2%,13.3%,7.1%,42,63,1.2,9,14,18%,1.8,37.5%,18.2%
12776,"Emerson Health System, Inc. and Subsidiaries",HHS,12776,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$21,967,554",,,"$42,942,582",,"$1,150,101","$50,847,553","$116,907,790","$9,294,240",,,,"$350,372,331","$237,601,342","$112,770,989","$62,037,862","$184,103,091","$301,010,881","$51,752,619",,,"$60,708,889","$112,461,508","$54,829,113",,"$20,736,294","$75,565,407","$188,026,915","$95,588,362","$17,395,604",,"$112,983,966","$301,010,881","$347,376,478",,"$33,051,153","$2,217,427",,"$2,803,831","$385,448,889","$1,429,480",,"($658,953)","($1,958,751)",,"($1,188,224)","$384,260,665","$203,551,187",,"$11,441,168","$2,378,928","$4,909,824","$145,874,522",,"$368,155,629","$16,105,036",,,"$16,105,036","($154,148)",,"$15,950,888",4.5%,-0.3%,4.2%,45,116,1.0,22,21,17%,0.6,31.8%,36.5%
12807,"Heywood Healthcare System, Inc.",HHS,12807,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$11,414,003",,,"$26,348,263",,,"$51,283,476","$89,045,742","$7,979,568",,,,"$192,690,422","$110,798,212","$81,892,210","$16,357,836","$106,229,614","$195,275,356","$2,507,026","$1,747,834",,"$83,858,582","$88,113,442","$68,875,238",,"$40,436,596","$109,311,834","$197,425,276","($9,594,001)","$5,049,454","$2,394,627","($2,149,920)","$195,275,356","$204,343,822",,"$39,937,748",,,,"$244,281,570","$81,955",,,,,"$81,955","$244,363,525","$117,026,020",,"$5,740,127","$1,597,492","$3,427,210","$126,788,070",,"$254,578,919","($10,215,394)","($804,540)",,"($11,019,934)",,,"($11,019,934)",-4.2%,0.0%,-4.2%,47,128,1.0,17,19,-3%,-0.7,-4.9%,116.2%
13156,Lawrence General Hospital and Affiliates,HHS,13156,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$50,632,000","$24,816,000","$209,000","$41,799,000",,,"$34,431,000","$151,887,000","$19,722,000",,,,"$314,935,000","$200,625,000","$114,310,000","$45,303,000","$179,335,000","$331,222,000","$2,290,000","$3,594,000",,"$126,041,000","$131,925,000","$96,223,000",,"$78,271,000","$174,494,000","$306,419,000","$19,966,000","$3,737,000","$1,100,000","$24,803,000","$331,222,000","$314,421,000",,"$25,167,000",,,"$227,000","$339,815,000","$1,240,000",,"$3,380,000",,"$532,000","$5,152,000","$344,967,000","$159,520,000",,"$12,941,000","$5,045,000","$8,190,804","$170,028,196",,"$355,725,000","($10,758,000)","$1,104,000","($1,097,000)","($10,751,000)",,,"($10,751,000)",-4.6%,1.5%,-3.1%,49,139,1.2,80,16,-1%,0.5,6.0%,82.8%
3791,Mass General Brigham,HHS,3791,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$105,924,000","$4,479,974,000","$3,651,727,000","$1,731,496,000",,"$153,064,000","$1,300,722,000","$11,422,907,000","$6,443,033,000","$440,601,000",,,"$15,215,573,000","$7,743,833,000","$7,471,740,000","$5,979,136,000","$20,334,510,000","$31,757,417,000","$353,249,000","$115,461,000",,"$3,424,607,000","$3,893,317,000","$5,837,579,000",,"$2,666,806,000","$8,504,385,000","$12,397,702,000","$15,413,590,000","$3,946,125,000",,"$19,359,715,000","$31,757,417,000","$13,439,956,000",,"$7,090,623,000",,"$19,699,000",,"$20,550,278,000","$327,105,000","($57,646,000)","$1,622,965,000",,"$109,517,000","$2,001,941,000","$22,552,219,000","$10,264,778,000",,"$778,337,000","$175,279,000","$56,592,000","$9,229,554,000",,"$20,504,540,000","$2,047,679,000",,"$449,195,000","$2,496,874,000","($445,729,000)",,"$2,051,145,000",0.2%,8.9%,9.1%,47,71,2.9,85,10,12%,2.6,48.5%,27.5%
13157,"Milford Regional Medical Center, Inc. and Affiliates",HHS,13157,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$10,366,456","$14,062,446","$2,386,114","$34,572,122",,,"$12,740,886","$74,128,024","$34,751,360","$6,677,225",,,"$297,881,375","$155,291,781","$142,589,594","$45,016,720","$229,034,899","$303,162,923","$8,430,450","$8,685,312",,"$42,784,203","$59,899,965","$108,209,363",,"$54,812,509","$163,021,872","$222,921,837","$74,912,735",,"$5,328,351","$80,241,086","$303,162,923","$379,187,512",,"$15,470,737",,"$855,278",,"$395,513,527","$2,432,032","$768,253","$3,563,648","($62,447)",,"$6,701,486","$402,215,013","$252,768,693",,"$12,206,881","$5,155,339","$5,532,372","$136,722,086","$4,279,737","$416,665,108","($14,450,095)",,"$966,616","($13,483,479)",,,"($13,483,479)",-5.3%,1.7%,-3.6%,33,47,1.2,22,13,-3%,0.0,24.7%,59.1%
13158,Shriners Hospitals for Children,HHS,13158,2024,Dec 31,5,12,"01/01/2024-12/31/2024
",365,"$68,775,000",,"$875,291,000","$30,924,000",,,"$10,767,589,000","$11,742,579,000",,,,,"$800,342,000",,"$800,342,000",,"$800,342,000","$12,542,921,000",,,,"$1,169,122,000","$1,169,122,000",,,,-,"$1,169,122,000","$9,883,811,000","$1,489,988,000",,"$11,373,799,000","$12,542,921,000","$169,693,000",,"$711,550,000",,,,"$881,243,000","$1,053,124,000",,,"($38,821,000)",,"$1,014,303,000","$1,895,546,000",,,,,,"$1,185,930,000",,"$1,185,930,000","$709,616,000",,,"$709,616,000",,,"$709,616,000",-16.1%,53.5%,37.4%,67,360,10.0,21,-,61%,,78.8%,0.0%
9991,Signature Healthcare Corporations,HHS,9991,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$55,221,528",,,"$23,433,247",,"$10,414,329","$40,272,371","$129,341,475","$110,993,557",,,,"$383,308,186","$182,642,285","$200,665,901","$52,841,566","$364,501,024","$493,842,499","$8,792,717","$27,314,137",,"$94,256,089","$130,362,943","$100,519,944",,"$23,481,863","$124,001,807","$254,364,750","$225,205,675",,"$14,272,074","$239,477,749","$493,842,499","$194,276,400","$39,969,993","$74,231,623","$2,370,821",,"$972,473","$311,821,310","$2,971,889","($889,913)",,"$51,537,936","$92,672,067","$146,291,979","$458,113,289","$228,633,332",,"$13,406,353","$3,651,354","$11,000,988","$134,009,104",,"$390,701,131","$67,412,158",,"$16,468,503","$83,880,661","$2,964,064",,"$86,844,725",-17.2%,31.9%,14.7%,44,101,1.0,53,14,35%,6.8,45.6%,30.9%
12759,South Shore Health and Educational Corporation and Subsidiaries,HHS,12759,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$24,549,535","$20,351,356","$16,162,692","$115,629,362",,"$6,276,558","$41,522,901","$224,492,404","$256,971,472","$1,205,978",,,"$732,399,920","$443,512,753","$288,887,167","$87,394,883","$634,459,500","$858,951,904","$20,603,018","$3,072,810",,"$116,606,185","$140,282,013","$244,620,578",,"$41,271,706","$285,892,284","$426,174,297","$409,442,186",,"$23,335,421","$432,777,607","$858,951,904","$906,096,056",,"$60,034,730",,"$8,694,986","$3,113,012","$977,938,784","$3,850,350","$1,162,978","$30,864,468","$14,658,846","($3,003,833)","$47,532,809","$1,025,471,593","$644,313,528",,"$33,474,051","$10,616,117","$2,231,117","$323,640,210",,"$1,014,275,023","$11,196,570",,"$3,125,278","$14,321,848",,,"$14,321,848",-3.5%,4.6%,1.1%,47,52,1.6,17,13,4%,0.8,47.7%,37.4%
4027,"Southcoast Health Systems, Inc.",HHS,4027,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$74,015,388","$5,536,789","$9,567,770","$133,711,744",,"$13,209,373","$60,694,973","$296,736,039","$157,008,244","$771,452",,,"$1,073,481,591","$727,979,378","$345,502,214","$799,001,276","$1,302,283,186","$1,599,019,224","$11,618,336","$6,176,214",,"$211,489,644","$229,284,194","$212,636,528",,"$151,941,838","$364,578,366","$593,862,561","$905,312,154","$31,850,876","$67,993,634","$1,005,156,664","$1,599,019,224","$1,266,965,075",,"$173,868,532","$24,825,856",,"$4,075,003","$1,469,734,466","$13,766,219","$1,479,841","$92,779,121","$8,966,715",,"$116,991,896","$1,586,726,362","$893,698,985",,"$59,436,376","$6,999,290","$27,137,819","$470,533,631",,"$1,457,806,101","$128,920,260",,"$307,260","$129,227,521",,,"$129,227,521",0.8%,7.4%,8.1%,39,59,1.3,21,12,22%,5.5,56.6%,19.0%
11273,"Steward Health Care Systems, LLC",HHS,11273,2024,Dec 31,3,9,"01/01/2024-09/30/2024
",273.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773,"Sturdy Memorial Foundation, Inc. and Affiliates",HHS,12773,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$30,054,842",,,"$35,126,193",,,"$15,841,586","$81,022,621","$43,214,970",,,,"$301,142,529","$170,984,950","$130,157,579","$494,487,297","$667,859,846","$748,882,467",,"$24,310",,"$44,903,539","$44,927,849","$48,898,750",,"$18,598,127","$67,496,877","$112,424,726","$629,462,522","$6,995,219",,"$636,457,741","$748,882,467","$304,239,154",,"$17,033,062",,,,"$321,272,216","$26,089,162","$331,687",,"$44,664,755","$276,764","$71,362,368","$392,634,584","$212,362,106",,"$13,415,347",,"$3,119,076","$112,045,132",,"$340,941,661","$51,692,923",,"$3,013,040","$54,705,963","$14,387,300",,"$69,093,263",-5.0%,18.2%,13.2%,42,50,1.8,33,13,69%,,84.1%,7.2%
3888,Tenet Healthcare Corporation,HHS,3888,2024,Dec 31,5,12,"01/01/2024-12/31/2024
",365,"$3,019,000,000",,,"$2,536,000,000",,,"$2,127,000,000","$7,682,000,000",,,,"$3,037,000,000","$11,858,000,000","$5,809,000,000","$6,049,000,000","$12,168,000,000","$21,254,000,000","$28,936,000,000","$92,000,000",,,"$4,218,000,000","$4,310,000,000","$13,081,000,000",,"$2,998,000,000","$16,079,000,000","$20,389,000,000","$8,547,000,000",,,"$8,547,000,000","$28,936,000,000","$20,665,000,000",,"$260,000,000","$10,000,000",,,"$20,935,000,000",,,"($864,000,000)","$118,000,000",,"($746,000,000)","$20,189,000,000","$8,801,000,000",,"$818,000,000","$826,000,000",,"$6,544,000,000",,"$16,989,000,000","$3,200,000,000",,,"$3,200,000,000",,,"$3,200,000,000",19.5%,-3.7%,15.9%,45,103,1.8,68,7,28%,6.2,29.5%,60.5%
14288,Trinity Health,HHS,14288,2024,Jun 30,5,12,"07/01/2023-06/30/2024
",365,"$404,959,024","$5,822,925,312","$453,062,119","$2,802,457,970",,"$523,353,884","$1,364,941,589","$11,371,699,898","$10,224,384,462","$16,856,457",,"$804,881,338","$20,311,155,668","$11,531,482,636","$8,779,673,032","$2,045,881,641","$21,871,676,930","$33,243,376,828","$1,163,036,389","$303,742,571",,"$3,879,377,421","$5,346,156,381","$6,405,170,191",,"$2,596,527,053","$9,001,697,244","$14,347,853,625","$18,231,161,515","$409,372,896","$254,988,792","$18,895,523,203","$33,243,376,828","$20,568,259,645","$85,703,269","$3,156,254,800","$9,518,952","$188,695","$36,710,287","$23,856,635,648","$344,670,972",,"$635,310,829","($436,079,790)",,"$543,902,011","$24,400,537,659","$12,915,767,553","$996,355,580","$886,524,015","$279,031,217","$9,521,514","$8,703,401,313","$134,427,153","$23,925,028,345","$475,509,314",,"$65,924,775","$541,434,089","$19,738,976",,"$561,173,065",-0.3%,2.2%,1.9%,50,81,2.1,99,13,6%,0.7,54.8%,26.0%
12775,Tufts Medicine,HHS,12775,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$102,432,000","$52,807,000","$19,287,000","$280,043,000",,"$21,551,000","$191,955,000","$668,075,000","$168,074,000",,,"$41,496,000","$2,155,168,000","$1,408,490,000","$746,678,000","$430,397,000","$1,386,645,000","$2,054,720,000","$42,196,000","$10,414,000",,"$584,213,000","$636,823,000","$922,132,000",,"$259,001,000","$1,181,133,000","$1,817,956,000","$187,166,000","$19,936,000","$29,662,000","$236,764,000","$2,054,720,000","$2,182,286,000",,"$538,023,000",,,"$5,184,000","$2,725,493,000","$48,601,000","($5,238,000)","($7,362,000)","($4,450,000)","$5,145,000","$36,696,000","$2,762,189,000","$1,569,491,000",,"$83,683,000","$42,750,000","$86,151,000","$1,194,138,000",,"$2,976,213,000","($214,024,000)",,"$686,000","($213,338,000)","$3,226,000",,"($210,112,000)",-9.1%,1.3%,-7.7%,47,80,1.0,20,17,-8%,-0.9,9.1%,83.1%
6755,UMass  Memorial Health Care. Inc.,HHS,6755,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$525,979,000","$376,258,000","$7,779,000","$388,404,000",,"$77,225,000","$160,364,000","$1,536,009,000","$285,816,000",,,,"$2,328,229,000","$1,330,462,000","$997,767,000","$1,130,370,000","$2,413,953,000","$3,949,962,000","$77,071,000","$20,874,000",,"$873,482,000","$971,427,000","$677,466,000",,"$567,131,000","$1,244,597,000","$2,216,024,000","$1,609,213,000","$61,116,000","$63,608,000","$1,733,937,000","$3,949,961,000","$4,088,739,000",,"$148,315,000",,,"$5,230,000","$4,242,284,000","$52,991,000","$77,247,000",,"$158,842,000",,"$289,080,000","$4,531,364,000","$2,174,131,000",,"$148,981,000","$35,970,000","$72,031,000","$1,916,722,000",,"$4,347,835,000","$183,529,000",,"$267,000","$183,796,000","($118,830,000)",,"$64,966,000",-2.3%,6.4%,4.1%,35,83,1.6,78,9,20%,3.3,40.7%,29.6%
12767,"Valley Health System, Inc.",HHS,12767,2024,Sep 30,5,12,"10/01/2023-09/30/2024
",365,"$21,544,088","$5,568,889",,"$30,670,013",,,"$9,699,049","$67,482,039","$3,936,324","$24,000",,,"$191,810,746","$131,446,122","$60,364,624","$20,009,948","$84,334,896","$151,816,935","$2,174,686","$9,434,746",,"$60,244,617","$71,854,049","$19,251,761",,"$8,877,844","$28,129,605","$99,983,654","$44,309,345","$3,749,164","$3,774,772","$51,833,281","$151,816,935","$252,796,116","$1,933,810","$39,263,510",,"$6,105,068","$36,732","$300,135,236","$615,181","$114,097","$985,545","$32,306","($2,907,150)","($1,160,021)","$298,975,215","$194,594,731",,"$6,510,463","$858,613","$3,866,801","$93,006,215",,"$298,836,823","$138,392",,"$76,746","$215,138","($2,774,233)",,"($2,559,095)",0.4%,-0.4%,0.0%,44,78,0.9,34,20,6%,2.2,29.2%,30.3%
